"PROJECT_CODE","STATION_ID","Date","TEST_NAME","Replicate 2","Replicate 3","Replicate 1","mean","Diff rep 1 - rep 2","Diff rep 1 - rep 3","Diff rep 2 - rep 3"
"EVPA","CA315",2013-11-18,"PHOSPHATE, TOTAL AS P",0.004,0.002,0.002,0.003,-0.002,0,0.002
"EVPA","LOX8",2013-12-03,"POTASSIUM",0.8,0.8,0.8,0.8,0,0,0
"EVPA","LOX8",2013-12-03,"SODIUM",11.8,12,12,11.9,0.199999999999999,0,-0.199999999999999
"EVPA","LOX8",2013-12-03,"MAGNESIUM",1.7,1.7,1.7,1.7,0,0,0
"EVPA","LOX8",2013-12-03,"CALCIUM",5.1,5.2,5.1,5.1,0,-0.100000000000001,-0.100000000000001
"EVPA","LOX8",2013-12-03,"CHLORIDE",19.6,19.4,19.3,19.45,-0.300000000000001,-0.0999999999999979,0.200000000000003
"EVPA","LOX8",2013-12-03,"SULFATE",0.1,0.1,0.1,0.1,0,0,0
"EVPA","LOX8",2013-12-03,"COLOR",33,35,34,33.5,1,-1,-2
"EVPA","LOX8",2013-12-03,"CARBON, DISSOLVED ORGANIC",17.6,17.6,16.9,17.25,-0.700000000000003,-0.700000000000003,0
"EVPA","LOX8",2013-12-03,"AMMONIA-N",0.01,0.01,0.01,0.01,0,0,0
"EVPA","LOX8",2013-12-03,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX8",2013-12-03,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX8",2013-12-03,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX8",2013-12-03,"SILICA",5.21,5.11,5.23,5.22,0.0200000000000005,0.12,0.0999999999999996
"EVPA","LOX8",2013-12-03,"KJELDAHL NITROGEN, DIS",0.93,0.92,0.93,0.93,0,0.01,0.01
"EVPA","LOX8",2013-12-03,"PHOSPHATE, DISSOLVED AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX8",2013-12-03,"CARBON, TOTAL ORGANIC",17.8,16.9,17.1,17.45,-0.699999999999999,0.200000000000003,0.900000000000002
"EVPA","LOX8",2013-12-03,"IRON, TOTAL",0.016,0.016,0.016,0.016,0,0,0
"EVPA","LOX8",2013-12-03,"PHOSPHATE, TOTAL AS P",0.005,0.004,0.004,0.0045,-0.001,0,0.001
"EVPA","LOX8",2013-12-03,"KJELDAHL NITROGEN, TOTAL",1.03,1,0.98,1.005,-0.05,-0.02,0.03
"EVPA","LOX8",2014-03-04,"MAGNESIUM",1.8,1.8,1.8,1.8,0,0,0
"EVPA","LOX8",2014-03-04,"CALCIUM",6,5.9,6,6,0,0.0999999999999996,0.0999999999999996
"EVPA","LOX8",2014-03-04,"CHLORIDE",22.9,23.6,24.2,23.55,1.3,0.599999999999998,-0.700000000000003
"EVPA","LOX8",2014-03-04,"SULFATE",0.1,0.1,0.1,0.1,0,0,0
"EVPA","LOX8",2014-03-04,"COLOR",48,49,47,47.5,-1,-2,-1
"EVPA","LOX8",2014-03-04,"CARBON, DISSOLVED ORGANIC",20.7,20.8,20.7,20.7,0,-0.100000000000001,-0.100000000000001
"EVPA","LOX8",2014-03-04,"AMMONIA-N",0.01,0.01,0.01,0.01,0,0,0
"EVPA","LOX8",2014-03-04,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX8",2014-03-04,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX8",2014-03-04,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX8",2014-03-04,"SILICA",3.07,3.02,3.11,3.09,0.04,0.0899999999999999,0.0499999999999998
"EVPA","LOX8",2014-03-04,"KJELDAHL NITROGEN, DIS",1.19,1.16,1.19,1.19,0,0.03,0.03
"EVPA","LOX8",2014-03-04,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX8",2014-03-04,"CARBON, TOTAL ORGANIC",21.4,21.4,20.8,21.1,-0.599999999999998,-0.599999999999998,0
"EVPA","LOX8",2014-03-04,"IRON, TOTAL",0.031,0.032,0.029,0.03,-0.002,-0.003,-0.001
"EVPA","LOX8",2014-03-04,"PHOSPHATE, TOTAL AS P",0.008,0.008,0.008,0.008,0,0,0
"EVPA","LOX8",2014-03-04,"KJELDAHL NITROGEN, TOTAL",1.28,1.25,1.27,1.275,-0.01,0.02,0.03
"EVPA","LOX8",2014-03-04,"SODIUM",14.1,14,13.9,14,-0.199999999999999,-0.0999999999999996,0.0999999999999996
"EVPA","LOX8",2014-03-04,"POTASSIUM",0.9,0.9,0.9,0.9,0,0,0
"EVPA","CA27",2014-02-19,"CALCIUM",62.7,62.6,61,61.85,-1.7,-1.6,0.100000000000001
"EVPA","CA27",2014-02-19,"MAGNESIUM",27.8,27.8,27.3,27.55,-0.5,-0.5,0
"EVPA","CA27",2014-02-19,"POTASSIUM",7.8,7.8,7.7,7.75,-0.0999999999999996,-0.0999999999999996,0
"EVPA","CA27",2014-02-19,"SODIUM",81.3,81.9,80.1,80.7,-1.2,-1.80000000000001,-0.600000000000009
"EVPA","CA27",2014-02-19,"SULFATE",35.7,36,36,35.85,0.299999999999997,0,-0.299999999999997
"EVPA","CA27",2014-02-19,"CHLORIDE",120,121,121,120.5,1,0,-1
"EVPA","CA27",2014-02-19,"COLOR",76,77,76,76,0,-1,-1
"EVPA","CA27",2014-02-19,"CARBON, DISSOLVED ORGANIC",27,26.6,26.6,26.8,-0.399999999999999,0,0.399999999999999
"EVPA","CA27",2014-02-19,"AMMONIA-N",0.044,0.042,0.044,0.044,0,0.00199999999999999,0.00199999999999999
"EVPA","CA27",2014-02-19,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA27",2014-02-19,"NITRITE-N",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA27",2014-02-19,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA27",2014-02-19,"SILICA",11.3,11.3,11.3,11.3,0,0,0
"EVPA","CA27",2014-02-19,"KJELDAHL NITROGEN, DIS",1.57,1.55,1.54,1.555,-0.03,-0.01,0.02
"EVPA","CA27",2014-02-19,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA27",2014-02-19,"CARBON, TOTAL ORGANIC",27.5,27.2,27.6,27.55,0.100000000000001,0.400000000000002,0.300000000000001
"EVPA","CA27",2014-02-19,"IRON, TOTAL",0.006,0.006,0.006,0.006,0,0,0
"EVPA","CA27",2014-02-19,"PHOSPHATE, TOTAL AS P",0.009,0.008,0.009,0.009,0,0.000999999999999999,0.000999999999999999
"EVPA","CA27",2014-02-19,"KJELDAHL NITROGEN, TOTAL",1.59,1.58,1.6,1.595,0.01,0.02,0.01
"EVPA","CA317",2014-05-20,"CALCIUM",49.1,50.5,48.6,48.85,-0.5,-1.9,-1.4
"EVPA","CA317",2014-05-20,"MAGNESIUM",18.2,18.7,18.3,18.25,0.100000000000001,-0.399999999999999,-0.5
"EVPA","CA317",2014-05-20,"SODIUM",55.8,57.5,55.2,55.5,-0.599999999999994,-2.3,-1.7
"EVPA","CA317",2014-05-20,"POTASSIUM",6.4,6.6,6.4,6.4,0,-0.199999999999999,-0.199999999999999
"EVPA","CA317",2014-05-20,"CHLORIDE",87.4,87.4,87.3,87.35,-0.100000000000009,-0.100000000000009,0
"EVPA","CA317",2014-05-20,"SULFATE",9.9,9.8,10,9.95,0.0999999999999996,0.199999999999999,0.0999999999999996
"EVPA","CA317",2014-05-20,"COLOR",43,43,43,43,0,0,0
"EVPA","CA317",2014-05-20,"CARBON, DISSOLVED ORGANIC",25.4,26,25.6,25.5,0.200000000000003,-0.399999999999999,-0.600000000000001
"EVPA","CA317",2014-05-20,"AMMONIA-N",0.016,0.015,0.016,0.016,0,0.001,0.001
"EVPA","CA317",2014-05-20,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA317",2014-05-20,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA317",2014-05-20,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA317",2014-05-20,"SILICA",17.2,17.3,17.4,17.3,0.199999999999999,0.0999999999999979,-0.100000000000001
"EVPA","CA317",2014-05-20,"KJELDAHL NITROGEN, DIS",1.67,1.66,1.65,1.66,-0.02,-0.01,0.01
"EVPA","CA317",2014-05-20,"PHOSPHATE, DISSOLVED AS P",0.005,0.004,0.004,0.0045,-0.001,0,0.001
"EVPA","CA317",2014-05-20,"CARBON, TOTAL ORGANIC",25.7,25.5,25.7,25.7,0,0.199999999999999,0.199999999999999
"EVPA","CA317",2014-05-20,"IRON, TOTAL",0.021,0.019,0.019,0.02,-0.002,0,0.002
"EVPA","CA317",2014-05-20,"PHOSPHATE, TOTAL AS P",0.008,0.008,0.009,0.0085,0.000999999999999999,0.000999999999999999,0
"EVPA","CA317",2014-05-20,"KJELDAHL NITROGEN, TOTAL",1.81,1.79,1.76,1.785,-0.05,-0.03,0.02
"EVPA","LOX12",2014-06-04,"CALCIUM",13.5,13.5,13.3,13.4,-0.199999999999999,-0.199999999999999,0
"EVPA","LOX12",2014-06-04,"MAGNESIUM",4.3,4.3,4.3,4.3,0,0,0
"EVPA","LOX12",2014-06-04,"SODIUM",21.1,20.9,20.7,20.9,-0.400000000000002,-0.199999999999999,0.200000000000003
"EVPA","LOX12",2014-06-04,"POTASSIUM",1.2,1.2,1.2,1.2,0,0,0
"EVPA","LOX12",2014-06-04,"CHLORIDE",31.9,31.7,31.9,31.9,0,0.199999999999999,0.199999999999999
"EVPA","LOX12",2014-06-04,"SULFATE",0.4,0.1,0.1,0.25,-0.3,0,0.3
"EVPA","LOX12",2014-06-04,"COLOR",38,37,37,37.5,-1,0,1
"EVPA","LOX12",2014-06-04,"CARBON, DISSOLVED ORGANIC",18.2,18.6,18.6,18.4,0.400000000000002,0,-0.400000000000002
"EVPA","LOX12",2014-06-04,"AMMONIA-N",0.017,0.017,0.022,0.0195,0.005,0.005,0
"EVPA","LOX12",2014-06-04,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX12",2014-06-04,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX12",2014-06-04,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX12",2014-06-04,"SILICA",6.93,6.96,6.94,6.935,0.0100000000000007,-0.0199999999999996,-0.0300000000000002
"EVPA","LOX12",2014-06-04,"KJELDAHL NITROGEN, DIS",1.05,1.05,1.03,1.04,-0.02,-0.02,0
"EVPA","LOX12",2014-06-04,"PHOSPHATE, DISSOLVED AS P",0.004,0.002,0.004,0.004,0,0.002,0.002
"EVPA","LOX12",2014-06-04,"CARBON, TOTAL ORGANIC",18.6,18.7,18.8,18.7,0.199999999999999,0.100000000000001,-0.0999999999999979
"EVPA","LOX12",2014-06-04,"IRON, TOTAL",0.021,0.022,0.022,0.0215,0.000999999999999997,0,-0.000999999999999997
"EVPA","LOX12",2014-06-04,"PHOSPHATE, TOTAL AS P",0.007,0.006,0.008,0.0075,0.001,0.002,0.001
"EVPA","LOX12",2014-06-04,"KJELDAHL NITROGEN, TOTAL",1.12,1.1,1.15,1.135,0.0299999999999998,0.0499999999999998,0.02
"EVPA","CA28",2014-08-20,"CALCIUM",79.8,78.9,78.1,78.95,-1.7,-0.800000000000011,0.899999999999991
"EVPA","CA28",2014-08-20,"MAGNESIUM",29.2,28.9,29,29.1,-0.199999999999999,0.100000000000001,0.300000000000001
"EVPA","CA28",2014-08-20,"SODIUM",83.2,82.4,82,82.6,-1.2,-0.400000000000006,0.799999999999997
"EVPA","CA28",2014-08-20,"POTASSIUM",8.6,8.5,8.5,8.55,-0.0999999999999996,0,0.0999999999999996
"EVPA","CA28",2014-08-20,"CHLORIDE",121,120,120,120.5,-1,0,1
"EVPA","CA28",2014-08-20,"SULFATE",60.8,61,61.1,60.95,0.300000000000004,0.100000000000001,-0.200000000000003
"EVPA","CA28",2014-08-20,"COLOR",105,105,106,105.5,1,1,0
"EVPA","CA28",2014-08-20,"CARBON, DISSOLVED ORGANIC",33.1,33,33.7,33.4,0.600000000000001,0.700000000000003,0.100000000000001
"EVPA","CA28",2014-08-20,"NITRATE+NITRITE-N",0.03,0.03,0.035,0.0325,0.005,0.005,0
"EVPA","CA28",2014-08-20,"AMMONIA-N",0.019,0.019,0.014,0.0165,-0.005,-0.005,0
"EVPA","CA28",2014-08-20,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA28",2014-08-20,"NITRITE-N",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA28",2014-08-20,"SILICA",18.1,17.8,18.2,18.15,0.0999999999999979,0.399999999999999,0.300000000000001
"EVPA","CA28",2014-08-20,"PHOSPHATE, DISSOLVED AS P",0.008,0.008,0.008,0.008,0,0,0
"EVPA","CA28",2014-08-20,"CARBON, TOTAL ORGANIC",33.7,33.3,33.5,33.6,-0.200000000000003,0.200000000000003,0.400000000000006
"EVPA","CA28",2014-08-20,"IRON, TOTAL",0.01,0.009,0.01,0.01,0,0.001,0.001
"EVPA","CA28",2014-08-20,"PHOSPHATE, TOTAL AS P",0.016,0.015,0.017,0.0165,0.001,0.002,0.001
"EVPA","CA28",2014-08-20,"KJELDAHL NITROGEN, TOTAL",1.97,1.94,1.99,1.98,0.02,0.05,0.03
"EVPA","CA28",2014-08-20,"KJELDAHL NITROGEN, DIS",1.87,1.92,1.91,1.89,0.0399999999999998,-0.01,-0.0499999999999998
"EVPA","LOX12",2014-09-04,"CALCIUM",13.9,14.1,13.9,13.9,0,-0.199999999999999,-0.199999999999999
"EVPA","LOX12",2014-09-04,"POTASSIUM",1.1,1.2,1.1,1.1,0,-0.0999999999999999,-0.0999999999999999
"EVPA","LOX12",2014-09-04,"SODIUM",17.4,17.6,17.5,17.45,0.100000000000001,-0.100000000000001,-0.200000000000003
"EVPA","LOX12",2014-09-04,"MAGNESIUM",4.2,4.3,4.2,4.2,0,-0.0999999999999996,-0.0999999999999996
"EVPA","LOX12",2014-09-04,"CHLORIDE",27.2,27.3,26.5,26.85,-0.699999999999999,-0.800000000000001,-0.100000000000001
"EVPA","LOX12",2014-09-04,"SULFATE",0.4,0.4,0.4,0.4,0,0,0
"EVPA","LOX12",2014-09-04,"COLOR",63,64,64,63.5,1,0,-1
"EVPA","LOX12",2014-09-04,"CARBON, DISSOLVED ORGANIC",17.5,17.6,18.1,17.8,0.600000000000001,0.5,-0.100000000000001
"EVPA","LOX12",2014-09-04,"AMMONIA-N",0.015,0.013,0.014,0.0145,-0.000999999999999999,0.001,0.002
"EVPA","LOX12",2014-09-04,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX12",2014-09-04,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX12",2014-09-04,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX12",2014-09-04,"SILICA",8.98,8.94,8.94,8.96,-0.0400000000000009,0,0.0400000000000009
"EVPA","LOX12",2014-09-04,"KJELDAHL NITROGEN, DIS",0.98,0.98,0.97,0.975,-0.01,-0.01,0
"EVPA","LOX12",2014-09-04,"PHOSPHATE, DISSOLVED AS P",0.005,0.004,0.004,0.0045,-0.001,0,0.001
"EVPA","LOX12",2014-09-04,"CARBON, TOTAL ORGANIC",18,18.3,18.6,18.3,0.600000000000001,0.300000000000001,-0.300000000000001
"EVPA","LOX12",2014-09-04,"IRON, TOTAL",0.03,0.03,0.03,0.03,0,0,0
"EVPA","LOX12",2014-09-04,"PHOSPHATE, TOTAL AS P",0.008,0.007,0.008,0.008,0,0.001,0.001
"EVPA","LOX12",2014-09-04,"KJELDAHL NITROGEN, TOTAL",1.03,1.04,1.03,1.03,0,-0.01,-0.01
"EVPA","CA318",2014-11-18,"CALCIUM",59.1,60.7,60.7,59.9,1.6,0,-1.6
"EVPA","CA318",2014-11-18,"MAGNESIUM",19.2,19.3,19.4,19.3,0.199999999999999,0.0999999999999979,-0.100000000000001
"EVPA","CA318",2014-11-18,"POTASSIUM",5.8,5.7,5.7,5.75,-0.0999999999999996,0,0.0999999999999996
"EVPA","CA318",2014-11-18,"SODIUM",64.5,64.2,63.2,63.85,-1.3,-1,0.299999999999997
"EVPA","CA318",2014-11-18,"SULFATE",26.2,26.2,26.4,26.3,0.199999999999999,0.199999999999999,0
"EVPA","CA318",2014-11-18,"CHLORIDE",91.9,91.7,91.6,91.75,-0.300000000000011,-0.100000000000009,0.200000000000003
"EVPA","CA318",2014-11-18,"COLOR",65,65,65,65,0,0,0
"EVPA","CA318",2014-11-18,"CARBON, DISSOLVED ORGANIC",23.7,24.2,24,23.85,0.300000000000001,-0.199999999999999,-0.5
"EVPA","CA318",2014-11-18,"AMMONIA-N",0.016,0.015,0.018,0.017,0.002,0.003,0.001
"EVPA","CA318",2014-11-18,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA318",2014-11-18,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA318",2014-11-18,"NITRITE-N",0.004,0.002,0.002,0.003,-0.002,0,0.002
"EVPA","CA318",2014-11-18,"SILICA",14.9,14.9,14.7,14.8,-0.200000000000001,-0.200000000000001,0
"EVPA","CA318",2014-11-18,"KJELDAHL NITROGEN, DIS",1.3,1.34,1.33,1.315,0.03,-0.01,-0.04
"EVPA","CA318",2014-11-18,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA318",2014-11-18,"CARBON, TOTAL ORGANIC",24.4,24.3,24,24.2,-0.399999999999999,-0.300000000000001,0.0999999999999979
"EVPA","CA318",2014-11-18,"IRON, TOTAL",0.012,0.012,0.012,0.012,0,0,0
"EVPA","CA318",2014-11-18,"PHOSPHATE, TOTAL AS P",0.005,0.004,0.004,0.0045,-0.001,0,0.001
"EVPA","CA318",2014-11-18,"KJELDAHL NITROGEN, TOTAL",1.34,1.35,1.34,1.34,0,-0.01,-0.01
"EVPA","LOX8",2014-12-02,"CALCIUM",4.9,4.9,4.9,4.9,0,0,0
"EVPA","LOX8",2014-12-02,"MAGNESIUM",1.6,1.6,1.6,1.6,0,0,0
"EVPA","LOX8",2014-12-02,"SODIUM",10.4,10.4,10.5,10.45,0.0999999999999996,0.0999999999999996,0
"EVPA","LOX8",2014-12-02,"POTASSIUM",0.4,0.4,0.4,0.4,0,0,0
"EVPA","LOX8",2014-12-02,"CHLORIDE",18.6,18.6,17.7,18.15,-0.900000000000002,-0.900000000000002,0
"EVPA","LOX8",2014-12-02,"SULFATE",0.1,0.1,0.1,0.1,0,0,0
"EVPA","LOX8",2014-12-02,"KJELDAHL NITROGEN, TOTAL",1.15,1.13,1.11,1.13,-0.0399999999999998,-0.0199999999999998,0.02
"EVPA","LOX8",2014-12-02,"COLOR",46,47,48,47,2,1,-1
"EVPA","LOX8",2014-12-02,"CARBON, DISSOLVED ORGANIC",18,18.1,18.3,18.15,0.300000000000001,0.199999999999999,-0.100000000000001
"EVPA","LOX8",2014-12-02,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX8",2014-12-02,"NITRITE-N",0.002,0.004,0.002,0.002,0,-0.002,-0.002
"EVPA","LOX8",2014-12-02,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX8",2014-12-02,"SILICA",4.17,4.13,4.11,4.14,-0.0599999999999996,-0.0199999999999996,0.04
"EVPA","LOX8",2014-12-02,"KJELDAHL NITROGEN, DIS",1.06,1.05,1.03,1.045,-0.03,-0.02,0.01
"EVPA","LOX8",2014-12-02,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX8",2014-12-02,"CARBON, TOTAL ORGANIC",18.1,18.9,18.5,18.3,0.399999999999999,-0.399999999999999,-0.799999999999997
"EVPA","LOX8",2014-12-02,"IRON, TOTAL",0.019,0.019,0.019,0.019,0,0,0
"EVPA","LOX8",2014-12-02,"PHOSPHATE, TOTAL AS P",0.006,0.007,0.007,0.0065,0.001,0,-0.001
"EVPA","CA316",2015-02-17,"CALCIUM",64.2,65.9,64.2,64.2,0,-1.7,-1.7
"EVPA","CA316",2015-02-17,"MAGNESIUM",23.1,23.3,23,23.05,-0.100000000000001,-0.300000000000001,-0.199999999999999
"EVPA","CA316",2015-02-17,"SODIUM",78.3,80.7,79.2,78.75,0.900000000000006,-1.5,-2.40000000000001
"EVPA","CA316",2015-02-17,"POTASSIUM",6.3,6.4,6.4,6.35,0.100000000000001,0,-0.100000000000001
"EVPA","CA316",2015-02-17,"CHLORIDE",120,120,120,120,0,0,0
"EVPA","CA316",2015-02-17,"SULFATE",26.3,26.2,23.6,24.95,-2.7,-2.6,0.100000000000001
"EVPA","CA316",2015-02-17,"COLOR",66,66,65,65.5,-1,-1,0
"EVPA","CA316",2015-02-17,"CARBON, DISSOLVED ORGANIC",27,27.1,26.9,26.95,-0.100000000000001,-0.200000000000003,-0.100000000000001
"EVPA","CA316",2015-02-17,"AMMONIA-N",0.02,0.02,0.033,0.0265,0.013,0.013,0
"EVPA","CA316",2015-02-17,"NITRATE+NITRITE-N",0.013,0.01,0.01,0.0115,-0.003,0,0.003
"EVPA","CA316",2015-02-17,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA316",2015-02-17,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA316",2015-02-17,"SILICA",10.8,11,10.8,10.8,0,-0.199999999999999,-0.199999999999999
"EVPA","CA316",2015-02-17,"KJELDAHL NITROGEN, DIS",1.56,1.58,1.49,1.525,-0.0700000000000001,-0.0900000000000001,-0.02
"EVPA","CA316",2015-02-17,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA316",2015-02-17,"CARBON, TOTAL ORGANIC",27.8,27.5,26.8,27.3,-1,-0.699999999999999,0.300000000000001
"EVPA","CA316",2015-02-17,"IRON, TOTAL",0.003,0.003,0.003,0.003,0,0,0
"EVPA","CA316",2015-02-17,"PHOSPHATE, TOTAL AS P",0.006,0.005,0.006,0.006,0,0.001,0.001
"EVPA","CA316",2015-02-17,"KJELDAHL NITROGEN, TOTAL",1.56,1.59,1.57,1.565,0.01,-0.02,-0.03
"EVPA","LOX16",2015-03-04,"SODIUM",12.4,12,12,12.2,-0.4,0,0.4
"EVPA","LOX16",2015-03-04,"POTASSIUM",0.6,0.6,0.6,0.6,0,0,0
"EVPA","LOX16",2015-03-04,"MAGNESIUM",2,1.9,2,2,0,0.1,0.1
"EVPA","LOX16",2015-03-04,"CALCIUM",8.9,8.5,8.6,8.75,-0.300000000000001,0.0999999999999996,0.4
"EVPA","LOX16",2015-03-04,"CHLORIDE",18.8,18.9,19.9,19.35,1.1,1,-0.0999999999999979
"EVPA","LOX16",2015-03-04,"SULFATE",0.4,0.4,0.4,0.4,0,0,0
"EVPA","LOX16",2015-03-04,"COLOR",54,52,53,53.5,-1,1,2
"EVPA","LOX16",2015-03-04,"CARBON, DISSOLVED ORGANIC",12.2,12.6,13,12.6,0.800000000000001,0.4,-0.4
"EVPA","LOX16",2015-03-04,"AMMONIA-N",0.01,0.01,0.01,0.01,0,0,0
"EVPA","LOX16",2015-03-04,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX16",2015-03-04,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX16",2015-03-04,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX16",2015-03-04,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX16",2015-03-04,"SILICA",2.21,2.22,2.22,2.215,0.0100000000000002,0,-0.0100000000000002
"EVPA","LOX16",2015-03-04,"KJELDAHL NITROGEN, DIS",0.62,0.65,0.63,0.625,0.01,-0.02,-0.03
"EVPA","LOX16",2015-03-04,"CARBON, TOTAL ORGANIC",12.4,12.5,13,12.7,0.6,0.5,-0.0999999999999996
"EVPA","LOX16",2015-03-04,"IRON, TOTAL",0.061,0.065,0.064,0.0625,0.003,-0.001,-0.004
"EVPA","LOX16",2015-03-04,"PHOSPHATE, TOTAL AS P",0.008,0.006,0.008,0.008,0,0.002,0.002
"EVPA","LOX16",2015-03-04,"KJELDAHL NITROGEN, TOTAL",0.69,0.68,0.69,0.69,0,0.0099999999999999,0.0099999999999999
"EVPA","CA317",2015-05-26,"POTASSIUM",8.5,8.5,8.4,8.45,-0.0999999999999996,-0.0999999999999996,0
"EVPA","CA317",2015-05-26,"SULFATE",21.6,21.6,21.5,21.55,-0.100000000000001,-0.100000000000001,0
"EVPA","CA317",2015-05-26,"CHLORIDE",141,141,141,141,0,0,0
"EVPA","CA317",2015-05-26,"CALCIUM",40.3,40.8,40.7,40.5,0.400000000000006,-0.0999999999999943,-0.5
"EVPA","CA317",2015-05-26,"MAGNESIUM",20.7,20.8,20.7,20.7,0,-0.100000000000001,-0.100000000000001
"EVPA","CA317",2015-05-26,"SODIUM",81.8,82.7,82.5,82.15,0.700000000000003,-0.200000000000003,-0.900000000000006
"EVPA","CA317",2015-05-26,"COLOR",49,49,48,48.5,-1,-1,0
"EVPA","CA317",2015-05-26,"CARBON, DISSOLVED ORGANIC",33.5,33,33,33.25,-0.5,0,0.5
"EVPA","CA317",2015-05-26,"AMMONIA-N",0.02,0.021,0.02,0.02,0,-0.001,-0.001
"EVPA","CA317",2015-05-26,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA317",2015-05-26,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA317",2015-05-26,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA317",2015-05-26,"SILICA",15.8,15.8,15.8,15.8,0,0,0
"EVPA","CA317",2015-05-26,"KJELDAHL NITROGEN, DIS",2.13,2.14,2.2,2.165,0.0700000000000003,0.0600000000000001,-0.0100000000000002
"EVPA","CA317",2015-05-26,"PHOSPHATE, DISSOLVED AS P",0.002,0.004,0.002,0.002,0,-0.002,-0.002
"EVPA","CA317",2015-05-26,"CARBON, TOTAL ORGANIC",32.9,33.5,33.2,33.05,0.300000000000004,-0.299999999999997,-0.600000000000001
"EVPA","CA317",2015-05-26,"IRON, TOTAL",0.008,0.01,0.009,0.0085,0.000999999999999999,-0.001,-0.002
"EVPA","CA317",2015-05-26,"PHOSPHATE, TOTAL AS P",0.006,0.007,0.005,0.0055,-0.001,-0.002,-0.001
"EVPA","CA317",2015-05-26,"KJELDAHL NITROGEN, TOTAL",2.26,2.22,2.31,2.285,0.0500000000000003,0.0899999999999999,0.0399999999999996
"EVPA","LOX12",2015-06-03,"KJELDAHL NITROGEN, DIS",1.07,1.08,1.08,1.075,0.01,0,-0.01
"EVPA","LOX12",2015-06-03,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX12",2015-06-03,"CALCIUM",13.6,13.4,13.7,13.65,0.0999999999999996,0.299999999999999,0.199999999999999
"EVPA","LOX12",2015-06-03,"MAGNESIUM",4.3,4.2,4.3,4.3,0,0.0999999999999996,0.0999999999999996
